Unique_Key,Created_Date,Closed_Date,Agency,Complaint_Type,Descriptor,Borough,Incident_Zip,Status,Open_Data_Channel_Type
63663374,2025-01-07T07:34:11.000,,HPD,FLOORING/STAIRS,FLOOR,MANHATTAN,10026.0,Open,PHONE
63663413,2025-01-07T15:49:26.000,,DOHMH,Unleashed Dog,Unleashed Dog in Public,BROOKLYN,11207.0,In Progress,ONLINE
63663623,2025-01-07T16:56:31.000,,HPD,HEAT/HOT WATER,APARTMENT ONLY,BRONX,10454.0,Open,ONLINE
63664266,2025-01-07T15:29:00.000,,DEP,Water System,Possible Water Main Break (Use Comments) (WA1),BRONX,10469.0,Started,PHONE
63664556,2025-01-07T11:02:00.000,,DOT,Street Light Condition,Street Light Out,MANHATTAN,,Assigned,UNKNOWN
63664968,2025-01-07T11:00:00.000,,DOT,Street Light Condition,Street Light Out,BRONX,10467.0,Assigned,UNKNOWN
63665154,2025-01-07T07:34:11.000,,HPD,PAINT/PLASTER,WALL,MANHATTAN,10026.0,Open,PHONE
63665222,2025-01-07T12:57:27.000,,HPD,GENERAL,COOKING GAS,MANHATTAN,10039.0,Open,PHONE
63665806,2025-01-07T15:15:12.000,,DOHMH,Indoor Sewage,Sewage Leak,MANHATTAN,10003.0,In Progress,ONLINE
63665814,2025-01-07T06:36:40.000,,DOHMH,Construction Lead Dust,Common Areas and Apartment,BROOKLYN,11217.0,In Progress,ONLINE
63665891,2025-01-07T07:59:37.000,,DPR,Damaged Tree,Entire Tree Has Fallen Down,QUEENS,11377.0,In Progress,ONLINE
63666057,2025-01-07T16:08:00.000,,DEP,Sewer,Culvert Blocked/Needs Cleaning (SE),QUEENS,11101.0,Open,ONLINE
63666116,2025-01-07T13:47:00.000,,DEP,Sewer,Street Flooding (SJ),QUEENS,11373.0,Open,ONLINE
63666218,2025-01-07T10:26:00.000,,DEP,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),QUEENS,11411.0,Open,PHONE
63666560,2025-01-07T15:15:00.000,2025-01-08T03:05:00.000,DOT,Traffic Signal Condition,Cable,BROOKLYN,11207.0,Assigned,UNKNOWN
63666653,2025-01-07T23:29:00.000,,HPD,UNSANITARY CONDITION,PESTS,BRONX,10451.0,Open,ONLINE
63667024,2025-01-07T14:20:00.000,,DOT,Street Light Condition,Street Light Out,BRONX,10454.0,Assigned,UNKNOWN
63667668,2025-01-07T19:03:57.000,,HPD,PAINT/PLASTER,CEILING,BROOKLYN,11236.0,Open,ONLINE
63667744,2025-01-07T07:34:11.000,,HPD,PAINT/PLASTER,WALL,MANHATTAN,10026.0,Open,PHONE
63667891,2025-01-07T11:41:57.000,,DOHMH,Construction Lead Dust,Common Areas and Apartment,BROOKLYN,11233.0,In Progress,ONLINE
63667989,2025-01-07T12:46:10.000,,DPR,Root/Sewer/Sidewalk Condition,Affecting Sewer or Foundation,BROOKLYN,11220.0,In Progress,PHONE
63668272,2025-01-07T18:17:00.000,,DEP,Water System,Leak (Use Comments) (WA2),BROOKLYN,11237.0,Open,PHONE
63668757,2025-01-07T15:29:00.000,,DEP,Sewer,RAIN GARDEN DEBRIS (GIRGD),QUEENS,11104.0,Open,PHONE
63669354,2025-01-07T11:26:17.000,,HPD,HEAT/HOT WATER,ENTIRE BUILDING,MANHATTAN,10002.0,Open,ONLINE
63669757,2025-01-07T10:58:12.000,,DPR,Damaged Tree,Branch Cracked and Will Fall,BROOKLYN,11212.0,In Progress,PHONE
63670412,2025-01-07T07:34:11.000,,HPD,WATER LEAK,SLOW LEAK,MANHATTAN,10026.0,Open,PHONE
63670468,2025-01-06T13:55:34.000,,DOT,Street Condition,Wear & Tear,BROOKLYN,11229.0,Pending,UNKNOWN
63670898,2025-01-07T07:34:11.000,,HPD,DOOR/WINDOW,WINDOW FRAME,MANHATTAN,10026.0,Open,PHONE
63671440,2025-01-07T14:11:34.000,,DPR,Overgrown Tree/Branches,Hitting Building,QUEENS,11004.0,In Progress,PHONE
63671540,2025-01-07T09:33:34.000,,DPR,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,MANHATTAN,10031.0,In Progress,ONLINE
63671604,2025-01-07T07:34:11.000,,HPD,PLUMBING,BASIN/SINK,MANHATTAN,10026.0,Open,PHONE
63671829,2025-01-07T10:10:38.000,,TLC,Taxi Report,Driver Report - Passenger,QUEENS,11369.0,In Progress,PHONE
63671850,2025-01-07T17:06:00.000,,DPR,Damaged Tree,Branch or Limb Has Fallen Down,BROOKLYN,11215.0,In Progress,PHONE
63672016,2025-01-07T10:29:05.000,,TLC,Taxi Complaint,Driver Complaint - Passenger,QUEENS,11430.0,In Progress,PHONE
63672081,2025-01-07T17:02:00.000,,DEP,Water System,Possible Water Main Break (Use Comments) (WA1),BROOKLYN,11214.0,Open,ONLINE
63672129,2025-01-07T17:03:04.000,,DSNY,Graffiti,Graffiti,BROOKLYN,11220.0,Open,UNKNOWN
63672494,2025-01-06T04:03:00.000,,DOT,Street Condition,Wear & Tear,BROOKLYN,11203.0,Pending,UNKNOWN
63672561,2025-01-07T20:07:00.000,,DOT,Street Light Condition,Street Light Out,BRONX,10469.0,Assigned,UNKNOWN
63672704,2025-01-07T07:34:11.000,,HPD,DOOR/WINDOW,DOOR FRAME,MANHATTAN,10026.0,Open,PHONE
63673392,2025-01-07T19:03:02.000,,TLC,For Hire Vehicle Report,Car Service Company Report,MANHATTAN,10065.0,In Progress,PHONE
63673456,2025-01-07T15:04:18.000,,DPR,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,MANHATTAN,10128.0,In Progress,PHONE
63674003,2025-01-07T08:34:01.000,,DSNY,Graffiti,Graffiti,BROOKLYN,11229.0,Open,UNKNOWN
63674029,2025-01-07T13:47:00.000,,DEP,Water System,Possible Water Main Break (Use Comments) (WA1),BRONX,10469.0,Open,PHONE
63674369,2025-01-06T07:00:00.000,,DOT,Street Condition,Wear & Tear,STATEN ISLAND,10312.0,Pending,UNKNOWN
63674605,2025-01-07T11:31:46.000,,HPD,DOOR/WINDOW,DOOR,MANHATTAN,10039.0,Open,PHONE
63674606,2025-01-07T21:26:00.000,,DOT,Street Light Condition,Street Light Out,MANHATTAN,10023.0,Assigned,UNKNOWN
63674625,2025-01-07T16:28:26.000,,HPD,DOOR/WINDOW,WINDOW PANE,QUEENS,11691.0,Open,PHONE
63675293,2025-01-07T10:12:09.000,,DPR,Wood Pile Remaining,Remove Debris,BROOKLYN,11204.0,In Progress,PHONE
63675789,2025-01-07T15:55:33.000,,DPR,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,BROOKLYN,11229.0,In Progress,ONLINE
63675851,2025-01-07T14:32:00.000,,DEP,Sewer,Manhole Overflow (Use Comments) (SA1),BROOKLYN,11221.0,Open,PHONE
63676336,2025-01-07T08:43:00.000,,DOT,Street Light Condition,Multiple Street Lights Out,BRONX,,Assigned,UNKNOWN
63676459,2025-01-07T16:50:03.000,2025-01-07T16:50:03.000,DOB,General Construction/Plumbing,Debris - Excessive,QUEENS,11377.0,Open,UNKNOWN
63676609,2025-01-07T00:36:24.000,,HPD,ELECTRIC,NO LIGHTING,BROOKLYN,11207.0,Open,PHONE
63676683,2025-01-07T07:34:11.000,,HPD,FLOORING/STAIRS,FLOOR,MANHATTAN,10026.0,Open,PHONE
63676856,2025-01-07T23:29:00.000,,HPD,HEAT/HOT WATER,ENTIRE BUILDING,BRONX,10451.0,Open,ONLINE
63677237,2025-01-07T16:38:58.000,,DPR,Overgrown Tree/Branches,Dead Branches in Tree,QUEENS,11378.0,In Progress,ONLINE
63677239,2025-01-07T15:55:06.000,,DPR,Overgrown Tree/Branches,Hitting Building,QUEENS,11385.0,In Progress,ONLINE
63677272,2025-01-07T19:51:45.000,,HPD,WATER LEAK,HEAVY FLOW,MANHATTAN,10037.0,Open,ONLINE
